Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
4973,581,1,16.4,1,1,1,111,3,LOST
3064,362,2,16.4,1,2,1,121,4,LOST
3968,48,2,16.4,4,2,1,421,7,ACTIVE
1029,291,1,16.35,1,1,1,111,3,LOST
1933,435,1,16.2,1,1,1,111,3,LOST
4961,423,1,16.2,1,1,1,111,3,LOST
2894,291,1,16.0,1,1,1,111,3,LOST
1537,332,2,16.0,1,2,1,121,4,LOST
1124,494,2,15.9,1,2,1,121,4,LOST
3482,518,3,15.8,1,2,1,121,4,LOST
3994,393,1,15.7,1,1,1,111,3,LOST
4435,389,4,15.7,1,3,1,131,5,LOST
3652,103,2,15.7,3,2,1,321,6,LIGHT
4630,549,1,15.7,1,1,1,111,3,LOST
4730,399,2,15.6,1,2,1,121,4,LOST
2992,51,1,15.6,4,1,1,411,6,NEW
3000,495,1,15.4,1,1,1,111,3,LOST
1558,268,1,15.4,2,1,1,211,4,LIGHT
4528,78,2,15.4,3,2,1,321,6,LIGHT
2354,497,2,15.3,1,2,1,121,4,LOST
3706,408,1,15.3,1,1,1,111,3,LOST
1096,155,1,15.3,2,1,1,211,4,LIGHT
4949,134,1,15.2,3,1,1,311,5,LIGHT
4846,391,2,15.0,1,2,1,121,4,LOST
1267,594,1,15.0,1,1,1,111,3,LOST
2720,552,1,14.9,1,1,1,111,3,LOST
2808,239,3,14.8,2,2,1,221,5,LIGHT
1187,18,3,14.77,4,2,1,421,7,ACTIVE
1860,522,2,14.7,1,2,1,121,4,LOST
2953,360,1,14.6,1,1,1,111,3,LOST
4514,531,1,14.6,1,1,1,111,3,LOST
3173,158,1,14.6,2,1,1,211,4,LIGHT
1321,261,2,14.6,2,2,1,221,5,LIGHT
2773,579,1,14.5,1,1,1,111,3,LOST
3605,269,1,14.5,2,1,1,211,4,LIGHT
4378,240,2,14.5,2,2,1,221,5,LIGHT
4904,389,1,14.5,1,1,1,111,3,LOST
1745,648,1,14.4,1,1,1,111,3,LOST
3377,488,1,14.4,1,1,1,111,3,LOST
3624,597,1,14.4,1,1,1,111,3,LOST
3105,627,1,14.2,1,1,1,111,3,LOST
4454,7,1,14.1,4,1,1,411,6,NEW
1673,631,1,13.9,1,1,1,111,3,LOST
3993,315,1,13.9,1,1,1,111,3,LOST
3108,645,1,13.85,1,1,1,111,3,LOST
3889,372,2,13.8,1,2,1,121,4,LOST
3103,385,2,13.8,1,2,1,121,4,LOST
2197,542,1,13.8,1,1,1,111,3,LOST
3981,5,2,13.7,4,2,1,421,7,ACTIVE
1401,215,2,13.6,2,2,1,221,5,LIGHT
4994,325,1,13.5,1,1,1,111,3,LOST
4795,153,1,13.5,2,1,1,211,4,LIGHT
1436,304,1,13.49,1,1,1,111,3,LOST
2442,674,1,13.4,1,1,1,111,3,LOST
2826,482,1,13.4,1,1,1,111,3,LOST
4653,416,2,13.4,1,2,1,121,4,LOST
1519,428,1,13.4,1,1,1,111,3,LOST
2963,582,2,13.2,1,2,1,121,4,LOST
2012,276,2,13.2,2,2,1,221,5,LIGHT
4739,391,2,13.2,1,2,1,121,4,LOST
4496,341,1,13.0,1,1,1,111,3,LOST
3995,187,1,13.0,2,1,1,211,4,LIGHT
1915,145,2,13.0,2,2,1,221,5,LIGHT
2637,468,2,12.9,1,2,1,121,4,LOST
1898,414,1,12.8,1,1,1,111,3,LOST
2968,74,1,12.64,3,1,1,311,5,LIGHT
4043,343,1,12.6,1,1,1,111,3,LOST
2456,655,1,12.5,1,1,1,111,3,LOST
2292,280,1,12.4,1,1,1,111,3,LOST
1310,403,2,12.4,1,2,1,121,4,LOST
3097,142,1,12.4,2,1,1,211,4,LIGHT
3418,292,2,12.4,1,2,1,121,4,LOST
3943,636,1,12.3,1,1,1,111,3,LOST
3163,366,2,12.1,1,2,1,121,4,LOST
3453,14,2,12.1,4,2,1,421,7,ACTIVE
3932,602,1,12.1,1,1,1,111,3,LOST
2116,123,2,12.1,3,2,1,321,6,LIGHT
3733,512,2,12.0,1,2,1,121,4,LOST
4805,78,2,12.0,3,2,1,321,6,LIGHT
1643,246,2,12.0,2,2,1,221,5,LIGHT
3216,321,2,12.0,1,2,1,121,4,LOST
4945,150,1,12.0,2,1,1,211,4,LIGHT
3350,586,2,11.9,1,2,1,121,4,LOST
1721,76,2,11.8,3,2,1,321,6,LIGHT
3454,13,1,11.8,4,1,1,411,6,NEW
3174,324,2,11.8,1,2,1,121,4,LOST
1397,9,1,11.8,4,1,1,411,6,NEW
1826,376,1,11.7,1,1,1,111,3,LOST
4309,106,2,11.7,3,2,1,321,6,LIGHT
4248,447,1,11.7,1,1,1,111,3,LOST
2008,70,3,11.65,3,2,1,321,6,LIGHT
3333,311,2,11.6,1,2,1,121,4,LOST
4824,559,1,11.6,1,1,1,111,3,LOST
1579,563,1,11.5,1,1,1,111,3,LOST
2878,421,2,11.5,1,2,1,121,4,LOST
4423,673,1,11.4,1,1,1,111,3,LOST
3436,278,1,11.4,2,1,1,211,4,LIGHT
3098,117,2,11.4,3,2,1,321,6,LIGHT
4562,419,2,11.4,1,2,1,121,4,LOST
3240,363,2,11.4,1,2,1,121,4,LOST
2417,422,1,11.4,1,1,1,111,3,LOST
1956,716,1,11.3,1,1,1,111,3,LOST
3607,676,1,11.2,1,1,1,111,3,LOST
2889,344,1,11.1,1,1,1,111,3,LOST
1963,0,1,11.1,4,1,1,411,6,NEW
1762,182,2,11.0,2,2,1,221,5,LIGHT
2474,324,1,11.0,1,1,1,111,3,LOST
4011,489,1,11.0,1,1,1,111,3,LOST
1439,139,1,10.9,3,1,1,311,5,LIGHT
3290,215,1,10.9,2,1,1,211,4,LIGHT
2911,169,2,10.85,2,2,1,221,5,LIGHT
1266,490,1,10.8,1,1,1,111,3,LOST
1415,367,2,10.8,1,2,1,121,4,LOST
1036,709,1,10.8,1,1,1,111,3,LOST
1925,575,1,10.7,1,1,1,111,3,LOST
4707,322,2,10.7,1,2,1,121,4,LOST
3007,393,2,10.7,1,2,1,121,4,LOST
4530,109,2,10.6,3,2,1,321,6,LIGHT
3610,470,2,10.6,1,2,1,121,4,LOST
2558,140,1,10.6,3,1,1,311,5,LIGHT
2350,579,2,10.5,1,2,1,121,4,LOST
3179,284,1,10.5,1,1,1,111,3,LOST
1177,77,1,10.45,3,1,1,311,5,LIGHT
3376,722,1,10.3,1,1,1,111,3,LOST
2024,527,2,10.25,1,2,1,121,4,LOST
2988,77,1,10.2,3,1,1,311,5,LIGHT
2373,495,1,10.1,1,1,1,111,3,LOST
1688,50,1,10.1,4,1,1,411,6,NEW
3576,594,1,10.0,1,1,1,111,3,LOST
4521,106,1,10.0,3,1,1,311,5,LIGHT
4755,3,1,9.9,4,1,1,411,6,NEW
1180,493,2,9.9,1,2,1,121,4,LOST
3422,521,1,9.8,1,1,1,111,3,LOST
4590,498,1,9.6,1,1,1,111,3,LOST
4982,151,1,9.6,2,1,1,211,4,LIGHT
1469,489,1,9.5,1,1,1,111,3,LOST
4072,138,1,9.4,3,1,1,311,5,LIGHT
3134,206,1,9.4,2,1,1,211,4,LIGHT
3944,361,1,9.4,1,1,1,111,3,LOST
1089,390,1,9.3,1,1,1,111,3,LOST
4472,445,1,9.0,1,1,1,111,3,LOST
2841,10,1,9.0,4,1,1,411,6,NEW
2614,188,1,9.0,2,1,1,211,4,LIGHT
2136,323,1,9.0,1,1,1,111,3,LOST
3796,207,1,9.0,2,1,1,211,4,LIGHT
3243,727,1,8.9,1,1,1,111,3,LOST
3373,6,2,8.8,4,2,1,421,7,ACTIVE
4506,141,1,8.7,2,1,1,211,4,LIGHT
2096,339,1,8.6,1,1,1,111,3,LOST
4099,337,2,8.5,1,2,1,121,4,LOST
3126,393,1,8.5,1,1,1,111,3,LOST
3700,255,1,8.4,2,1,1,211,4,LIGHT
2717,727,1,8.4,1,1,1,111,3,LOST
4703,436,1,8.2,1,1,1,111,3,LOST
2387,659,1,8.1,1,1,1,111,3,LOST
1063,341,2,8.1,1,2,1,121,4,LOST
2759,156,1,8.0,2,1,1,211,4,LIGHT
3823,385,1,7.9,1,1,1,111,3,LOST
3136,611,1,7.9,1,1,1,111,3,LOST
3777,672,1,7.9,1,1,1,111,3,LOST
3080,683,1,7.85,1,1,1,111,3,LOST
4834,247,1,7.8,2,1,1,211,4,LIGHT
2783,274,1,7.8,2,1,1,211,4,LIGHT
3412,338,1,7.8,1,1,1,111,3,LOST
1400,445,1,7.8,1,1,1,111,3,LOST
3874,529,1,7.8,1,1,1,111,3,LOST
1227,601,1,7.7,1,1,1,111,3,LOST
1744,93,2,7.65,3,2,1,321,6,LIGHT
3714,571,2,7.65,1,2,1,121,4,LOST
1084,621,1,7.6,1,1,1,111,3,LOST
1989,112,1,7.6,3,1,1,311,5,LIGHT
2684,353,1,7.5,1,1,1,111,3,LOST
2425,313,2,7.5,1,2,1,121,4,LOST
2735,212,1,7.4,2,1,1,211,4,LIGHT
3093,292,1,7.32,1,1,1,111,3,LOST
3771,374,1,7.3,1,1,1,111,3,LOST
3510,362,1,7.3,1,1,1,111,3,LOST
1375,80,1,7.2,3,1,1,311,5,LIGHT
3301,249,1,7.1,2,1,1,211,4,LIGHT
2482,708,1,6.9,1,1,1,111,3,LOST
3270,229,1,6.9,2,1,1,211,4,LIGHT
4631,673,1,6.8,1,1,1,111,3,LOST
4447,243,1,6.8,2,1,1,211,4,LIGHT
3631,474,1,6.8,1,1,1,111,3,LOST
4188,497,1,6.72,1,1,1,111,3,LOST
1976,77,1,6.7,3,1,1,311,5,LIGHT
1251,34,1,6.6,4,1,1,411,6,NEW
3431,517,1,6.6,1,1,1,111,3,LOST
4365,313,2,6.5,1,2,1,121,4,LOST
4889,330,1,6.4,1,1,1,111,3,LOST
2304,182,1,6.4,2,1,1,211,4,LIGHT
2302,700,1,6.0,1,1,1,111,3,LOST
1243,721,1,6.0,1,1,1,111,3,LOST
2297,304,1,5.92,1,1,1,111,3,LOST
1642,458,1,5.9,1,1,1,111,3,LOST
3239,33,1,5.9,4,1,1,411,6,NEW
3478,272,1,5.8,2,1,1,211,4,LIGHT
3124,265,1,5.7,2,1,1,211,4,LIGHT
4366,139,1,5.7,3,1,1,311,5,LIGHT
4247,727,1,5.6,1,1,1,111,3,LOST
3824,321,1,5.4,1,1,1,111,3,LOST
2296,566,1,5.35,1,1,1,111,3,LOST
2213,492,1,5.3,1,1,1,111,3,LOST
3345,91,1,5.2,3,1,1,311,5,LIGHT
2497,511,1,4.9,1,1,1,111,3,LOST
4142,43,1,4.9,4,1,1,411,6,NEW
2591,385,2,4.8,1,2,1,121,4,LOST
4419,7,1,4.6,4,1,1,411,6,NEW
4062,398,1,4.6,1,1,1,111,3,LOST
3362,578,1,4.6,1,1,1,111,3,LOST
4386,113,1,4.5,3,1,1,311,5,LIGHT
2248,288,1,4.4,1,1,1,111,3,LOST
3490,174,1,4.4,2,1,1,211,4,LIGHT
1592,397,1,4.4,1,1,1,111,3,LOST
2668,394,1,4.2,1,1,1,111,3,LOST
3503,31,1,4.1,4,1,1,411,6,NEW
1626,315,1,4.1,1,1,1,111,3,LOST
3858,278,1,4.0,2,1,1,211,4,LIGHT
3723,291,1,3.9,1,1,1,111,3,LOST
3780,674,1,3.7,1,1,1,111,3,LOST
3990,593,1,3.7,1,1,1,111,3,LOST
1093,277,1,3.65,2,1,1,211,4,LIGHT
4151,58,1,3.6,3,1,1,311,5,LIGHT
3625,439,1,3.4,1,1,1,111,3,LOST
4023,343,1,3.4,1,1,1,111,3,LOST
1414,220,1,3.4,2,1,1,211,4,LIGHT
4816,152,1,3.2,2,1,1,211,4,LIGHT
1314,481,1,2.9,1,1,1,111,3,LOST
4926,405,1,2.9,1,1,1,111,3,LOST
1039,213,1,2.7,2,1,1,211,4,LIGHT
3162,207,1,2.6,2,1,1,211,4,LIGHT
2640,252,1,2.4,2,1,1,211,4,LIGHT
3949,273,1,2.1,2,1,1,211,4,LIGHT
1560,593,1,1.9,1,1,1,111,3,LOST
1221,410,1,1.7,1,1,1,111,3,LOST
4029,429,1,1.6,1,1,1,111,3,LOST
1250,448,1,1.3,1,1,1,111,3,LOST
4565,0,1,1.1,4,1,1,411,6,NEW
